,,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches,-9999
1470,Sam Lammers,nl NED,FW,Atalanta,it Serie A,24,1997,2,0,38,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,c283ddef
1471,Tariq Lamptey,eng ENG,DFFW,Brighton,eng Premier League,20,2000,30,16,1561,17.3,0,2,0,0,0,4,0,0.00,0.12,0.12,0.00,0.12,0.8,0.8,2.2,3.0,0.05,0.13,0.17,0.05,0.17,Matches,f4e433d4
1472,Manuel Lanzini,ar ARG,MFFW,West Ham,eng Premier League,28,1993,30,19,1786,19.8,5,3,2,3,3,2,0,0.25,0.15,0.40,0.10,0.25,3.4,1.1,2.2,3.3,0.17,0.11,0.28,0.06,0.17,Matches,26f6dca8
1473,Aymeric Laporte,es ESP,DF,Manchester City,eng Premier League,27,1994,33,33,2828,31.4,4,0,4,0,0,5,1,0.13,0.00,0.13,0.13,0.13,4.4,4.4,0.5,4.9,0.14,0.02,0.16,0.14,0.16,Matches,119b9a8e
1474,Julien Laporte,fr FRA,DF,Lorient,fr Ligue 1,27,1993,33,33,2891,32.1,2,0,2,0,0,7,0,0.06,0.00,0.06,0.06,0.06,1.3,1.3,0.4,1.7,0.04,0.01,0.05,0.04,0.05,Matches,f066022d
1475,Yasser Larouci,dz ALG,DF,Troyes,fr Ligue 1,20,2001,12,2,341,3.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.03,0.02,0.05,0.03,0.05,Matches,0ed063d6
1476,Kevin Lasagna,it ITA,FWMF,Hellas Verona,it Serie A,28,1992,28,11,1184,13.2,2,4,2,0,0,1,0,0.15,0.30,0.46,0.15,0.46,3.5,3.5,2.2,5.7,0.27,0.17,0.44,0.27,0.44,Matches,09538fdb
1477,Jamaal Lascelles,eng ENG,DF,Newcastle Utd,eng Premier League,27,1993,26,22,2058,22.9,1,0,1,0,0,5,0,0.04,0.00,0.04,0.04,0.04,1.1,1.1,0.3,1.3,0.05,0.01,0.06,0.05,0.06,Matches,450ab6fc
1478,Bryan Lasme,fr FRA,FW,Arminia,de Bundesliga,22,1998,23,7,877,9.7,2,0,2,0,0,2,0,0.21,0.00,0.21,0.21,0.21,0.8,0.8,0.4,1.3,0.09,0.04,0.13,0.09,0.13,Matches,ebac0ace
1479,Paul Lasne,fr FRA,MF,Brest,fr Ligue 1,32,1989,15,9,847,9.4,0,1,0,0,0,1,0,0.00,0.11,0.11,0.00,0.11,0.4,0.4,1.2,1.6,0.04,0.13,0.17,0.04,0.17,Matches,542cc80f
1480,Latasa,es ESP,FW,Real Madrid,es La Liga,20,2001,1,0,9,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,1.19,0.00,1.19,1.19,1.19,Matches,2bea832e
1481,Toni Lato,es ESP,DFMF,Valencia,es La Liga,23,1997,11,7,590,6.6,0,1,0,0,0,5,0,0.00,0.15,0.15,0.00,0.15,0.0,0.0,0.5,0.5,0.00,0.07,0.07,0.00,0.07,Matches,8e088e04
1482,Armand Lauriente,fr FRA,FWMF,Lorient,fr Ligue 1,22,1998,35,28,2477,27.5,6,2,5,1,1,5,0,0.22,0.07,0.29,0.18,0.25,7.4,6.6,4.4,11.0,0.27,0.16,0.43,0.24,0.40,Matches,2d22cea7
1483,Darko Lazović,rs SRB,DF,Hellas Verona,it Serie A,30,1990,34,32,2766,30.7,1,7,1,0,0,2,0,0.03,0.23,0.26,0.03,0.26,3.6,3.6,5.7,9.3,0.12,0.19,0.30,0.12,0.30,Matches,5128bde4
1484,Manuel Lazzari,it ITA,DF,Lazio,it Serie A,27,1993,31,16,1665,18.5,3,3,3,0,0,3,0,0.16,0.16,0.32,0.16,0.32,0.9,0.9,2.0,2.9,0.05,0.11,0.16,0.05,0.16,Matches,02caf6e0
1485,Théo Le Bris,fr FRA,MF,Lorient,fr Ligue 1,18,2002,4,0,61,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,afe39ca8
1486,Jérémy Le Douaron,fr FRA,FW,Brest,fr Ligue 1,23,1998,32,16,1446,16.1,5,3,5,0,0,0,0,0.31,0.19,0.50,0.31,0.50,4.1,4.1,2.6,6.7,0.25,0.16,0.42,0.25,0.42,Matches,88c4d190
1487,Enzo Le Fée,fr FRA,MFFW,Lorient,fr Ligue 1,21,2000,36,25,2194,24.4,2,3,2,0,0,2,0,0.08,0.12,0.21,0.08,0.21,2.1,2.1,2.3,4.4,0.09,0.10,0.18,0.09,0.18,Matches,6f806d99
1488,Vincent Le Goff,fr FRA,DF,Lorient,fr Ligue 1,31,1989,34,34,3060,34.0,1,1,1,0,0,1,0,0.03,0.03,0.06,0.03,0.06,1.4,1.4,1.9,3.3,0.04,0.06,0.10,0.04,0.10,Matches,2321ea6e
1489,Maxime Le Marchand,fr FRA,DF,Strasbourg,fr Ligue 1,31,1989,12,9,860,9.6,1,1,1,0,0,4,0,0.10,0.10,0.21,0.10,0.21,0.3,0.3,0.1,0.4,0.03,0.01,0.04,0.03,0.04,Matches,321a71a7
1490,Robin Le Normand,fr FRA,DF,Real Sociedad,es La Liga,24,1996,37,37,3330,37.0,1,1,1,0,0,6,0,0.03,0.03,0.05,0.03,0.05,1.3,1.3,0.2,1.5,0.03,0.01,0.04,0.03,0.04,Matches,9a64e67e
1491,Patrick Leal,us USA,MF,Venezia,it Serie A,18,2003,1,0,2,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,d97ec0d1
1492,Rafael Leão,pt POR,FW,Milan,it Serie A,22,1999,34,31,2605,28.9,11,10,11,0,0,4,0,0.38,0.35,0.73,0.38,0.73,9.1,9.1,6.3,15.4,0.32,0.22,0.53,0.32,0.53,Matches,20730eae
1493,Jean-Louis Leca,fr FRA,GK,Lens,fr Ligue 1,35,1985,27,27,2313,25.7,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,edbe46dc
1494,Jeremías Ledesma,ar ARG,GK,Cádiz,es La Liga,28,1993,38,38,3420,38.0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,6c4776b1
1495,Pierre Lees-Melou,fr FRA,MF,Norwich City,eng Premier League,28,1993,33,27,2265,25.2,1,0,1,0,0,5,0,0.04,0.00,0.04,0.04,0.04,1.6,1.6,1.8,3.4,0.06,0.07,0.14,0.06,0.14,Matches,f5044e54
1496,Wu Lei,cn CHN,FWMF,Espanyol,es La Liga,29,1991,23,4,474,5.3,1,0,1,0,0,0,0,0.19,0.00,0.19,0.19,0.19,0.7,0.7,1.0,1.7,0.14,0.18,0.33,0.14,0.33,Matches,e3fabb0a
1497,Maxim Leitsch,de GER,DF,Bochum,de Bundesliga,23,1998,19,17,1538,17.1,1,0,1,0,0,2,0,0.06,0.00,0.06,0.06,0.06,1.0,1.0,0.4,1.3,0.06,0.02,0.08,0.06,0.08,Matches,7e12a98d
1498,Lucas Leiva,br BRA,MF,Lazio,it Serie A,34,1987,35,19,1697,18.9,0,0,0,0,0,9,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.4,0.00,0.02,0.02,0.00,0.02,Matches,4c78b5ed
1499,Florian Lejeune,fr FRA,DF,Alavés,es La Liga,30,1991,30,30,2699,30.0,0,0,0,0,0,9,1,0.00,0.00,0.00,0.00,0.00,1.6,1.6,0.3,1.8,0.05,0.01,0.06,0.05,0.06,Matches,6eaed4eb
1500,Iñigo Lekue,es ESP,DF,Athletic Club,es La Liga,28,1993,25,22,1925,21.4,0,2,0,0,0,3,0,0.00,0.09,0.09,0.00,0.09,0.2,0.2,2.1,2.3,0.01,0.10,0.11,0.01,0.11,Matches,59b7d823
1501,Thomas Lemar,fr FRA,MF,Atlético Madrid,es La Liga,25,1995,24,17,1440,16.0,4,5,4,0,0,2,0,0.25,0.31,0.56,0.25,0.56,3.4,3.4,3.1,6.4,0.21,0.19,0.40,0.21,0.40,Matches,4dbd0916
1502,Félix Lemaréchal,ci CIV,MF,Monaco,fr Ligue 1,17,2003,1,0,9,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,8ca9415f
1503,Mario Lemina,ga GAB,MF,Nice,fr Ligue 1,27,1993,32,24,1967,21.9,2,0,2,0,0,7,1,0.09,0.00,0.09,0.09,0.09,1.8,1.8,0.4,2.2,0.08,0.02,0.10,0.08,0.10,Matches,2b471f99
1504,Fabien Lemoine,fr FRA,MF,Lorient,fr Ligue 1,34,1987,21,13,1117,12.4,0,1,0,0,0,5,0,0.00,0.08,0.08,0.00,0.08,0.3,0.3,0.9,1.2,0.02,0.07,0.09,0.02,0.09,Matches,54d51e22
1505,Tim Lemperle,de GER,FWMF,Köln,de Bundesliga,19,2002,13,0,149,1.7,2,0,2,0,0,0,0,1.21,0.00,1.21,1.21,1.21,1.3,1.3,0.9,2.2,0.79,0.52,1.32,0.79,1.32,Matches,792ffa71
1506,Ruben Lendinez,es ESP,DF,Valencia,es La Liga,18,2003,4,1,137,1.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches,755da865
1507,Clément Lenglet,fr FRA,DF,Barcelona,es La Liga,26,1995,21,7,826,9.2,0,1,0,0,0,4,0,0.00,0.11,0.11,0.00,0.11,0.1,0.1,0.6,0.7,0.02,0.06,0.08,0.02,0.08,Matches,4f28a6ff
1508,Aaron Lennon,eng ENG,MF,Burnley,eng Premier League,34,1987,28,17,1551,17.2,2,0,2,0,0,2,0,0.12,0.00,0.12,0.12,0.12,1.1,1.1,0.5,1.6,0.06,0.03,0.09,0.06,0.09,Matches,2ff964a0
1509,Bernd Leno,de GER,GK,Arsenal,eng Premier League,29,1992,4,4,360,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,2628fd2b
1510,Christopher Lenz,de GER,DF,Eint Frankfurt,de Bundesliga,26,1994,15,6,664,7.4,0,1,0,0,0,6,0,0.00,0.14,0.14,0.00,0.14,0.1,0.1,0.9,1.0,0.02,0.12,0.14,0.02,0.14,Matches,bbd86530
1511,Léo Leroy,fr FRA,MF,Montpellier,fr Ligue 1,21,2000,24,7,626,7.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.4,0.04,0.02,0.06,0.04,0.06,Matches,fcc84a07
1512,Alexandre Letellier,fr FRA,GK,Paris S-G,fr Ligue 1,30,1990,1,0,8,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,96fcd380
1513,Robert Lewandowski,pl POL,FW,Bayern Munich,de Bundesliga,32,1988,34,34,2946,32.7,35,3,30,5,5,2,0,1.07,0.09,1.16,0.92,1.01,32.6,28.9,5.7,34.5,1.00,0.17,1.17,0.88,1.05,Matches,8d78e732
1514,Jamie Leweling,de GER,FWDF,Greuther Fürth,de Bundesliga,20,2001,33,22,1959,21.8,5,1,5,0,0,3,0,0.23,0.05,0.28,0.23,0.28,4.1,4.1,1.6,5.7,0.19,0.08,0.26,0.19,0.26,Matches,13fe7b69
1515,Jamal Lewis,nir NIR,DF,Newcastle Utd,eng Premier League,23,1998,5,4,262,2.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.01,0.01,0.00,0.01,Matches,efb9215a
1516,Luca Lezzerini,it ITA,GK,Venezia,it Serie A,26,1995,6,6,495,5.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,c9c32262
1517,Ben Lhassine Kone,ci CIV,MF,Torino,it Serie A,21,2000,1,0,81,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.09,0.09,0.00,0.09,Matches,7452c7a8
1518,Yanis Lhery,fr FRA,FWMF,Saint-Étienne,fr Ligue 1,18,2003,5,0,72,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.39,0.00,0.39,0.39,0.39,Matches,cc972842
1519,Dimitri Liénard,fr FRA,DFMF,Strasbourg,fr Ligue 1,33,1988,33,23,2044,22.7,2,3,2,0,0,8,0,0.09,0.13,0.22,0.09,0.22,1.5,1.5,3.6,5.1,0.06,0.16,0.22,0.06,0.22,Matches,f7691f63
1520,Philipp Lienhart,at AUT,DF,Freiburg,de Bundesliga,25,1996,32,32,2870,31.9,5,0,5,0,0,2,0,0.16,0.00,0.16,0.16,0.16,2.6,2.6,0.1,2.7,0.08,0.00,0.09,0.08,0.09,Matches,302527b2
1521,Matthijs de Ligt,nl NED,DF,Juventus,it Serie A,21,1999,31,29,2674,29.7,3,1,3,0,0,4,1,0.10,0.03,0.13,0.10,0.13,1.6,1.6,0.5,2.1,0.05,0.02,0.07,0.05,0.07,Matches,d6e53a3a
1522,Isaac Lihadji,fr FRA,MFFW,Lille,fr Ligue 1,19,2002,13,2,238,2.6,1,3,1,0,0,1,0,0.38,1.13,1.51,0.38,1.51,0.9,0.9,1.9,2.8,0.36,0.71,1.07,0.36,1.07,Matches,57a46f3f
1523,Anderson Lima,br BRA,MF,Lazio,it Serie A,21,1999,4,0,65,0.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.07,0.00,0.07,0.07,0.07,Matches,59be3a74
1524,Andreas Linde,se SWE,GK,Greuther Fürth,de Bundesliga,28,1993,12,12,1080,12.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,4d6a842d
1525,Victor Lindelöf,se SWE,DF,Manchester Utd,eng Premier League,27,1994,28,26,2355,26.2,0,2,0,0,0,4,0,0.00,0.08,0.08,0.00,0.08,0.3,0.3,0.5,0.8,0.01,0.02,0.03,0.01,0.03,Matches,f5deef4c
1526,Jesper Lindstrøm,dk DEN,FWMF,Eint Frankfurt,de Bundesliga,21,2000,29,26,1976,22.0,5,4,5,0,0,0,0,0.23,0.18,0.41,0.23,0.41,6.8,6.8,5.4,12.2,0.31,0.25,0.56,0.31,0.56,Matches,37dc1a48
1527,Karol Linetty,pl POL,MFFW,Torino,it Serie A,26,1995,16,11,896,10.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,1.4,2.3,0.09,0.14,0.23,0.09,0.23,Matches,d023d70f
1528,Jesse Lingard,eng ENG,FWMF,Manchester Utd,eng Premier League,28,1992,16,2,367,4.1,2,0,2,0,0,1,0,0.49,0.00,0.49,0.49,0.49,0.7,0.7,0.4,1.1,0.17,0.10,0.26,0.17,0.26,Matches,810e3c74
1529,Pol Lirola,es ESP,DFMF,Marseille,fr Ligue 1,23,1997,34,19,1770,19.7,1,2,1,0,0,1,0,0.05,0.10,0.15,0.05,0.15,1.5,1.5,2.8,4.3,0.07,0.14,0.22,0.07,0.22,Matches,ff800ed8
1530,Valentino Livramento,eng ENG,DF,Southampton,eng Premier League,18,2002,28,25,2202,24.5,1,1,1,0,0,2,0,0.04,0.04,0.08,0.04,0.08,1.2,1.2,2.3,3.4,0.05,0.09,0.14,0.05,0.14,Matches,afed6722
1531,Dejan Ljubicic,at AUT,MFFW,Köln,de Bundesliga,23,1997,30,22,1969,21.9,3,1,3,0,0,4,0,0.14,0.05,0.18,0.14,0.18,2.3,2.3,3.5,5.8,0.11,0.16,0.27,0.11,0.27,Matches,c455a2b2
1532,Javier Llabrés,,FWMF,Mallorca,es La Liga,,,5,1,132,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.10,0.05,0.15,0.10,0.15,Matches,38b0cf42
1533,Diego Llorente,es ESP,DF,Leeds United,eng Premier League,27,1993,28,28,2340,26.0,3,0,3,0,0,7,0,0.12,0.00,0.12,0.12,0.12,1.4,1.4,0.1,1.4,0.05,0.00,0.05,0.05,0.05,Matches,bba30585
1534,Marcos Llorente,es ESP,DFMF,Atlético Madrid,es La Liga,26,1995,29,29,2447,27.2,0,2,0,0,0,5,0,0.00,0.07,0.07,0.00,0.07,0.8,0.8,2.8,3.6,0.03,0.10,0.13,0.03,0.13,Matches,02c15616
1535,Hugo Lloris,fr FRA,GK,Tottenham,eng Premier League,34,1986,38,38,3420,38.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.5,0.5,0.00,0.01,0.01,0.00,0.01,Matches,8f62b6ee
1536,Giovani Lo Celso,ar ARG,MFFW,Tottenham,eng Premier League,25,1996,9,2,238,2.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.6,1.4,0.28,0.24,0.52,0.28,0.52,Matches,d7553721
1537,Giovani Lo Celso,ar ARG,MFFW,Villarreal,es La Liga,25,1996,16,11,994,11.0,1,1,1,0,0,3,0,0.09,0.09,0.18,0.09,0.18,1.3,1.3,2.2,3.5,0.12,0.20,0.31,0.12,0.31,Matches,d7553721
1538,Julen Lobete,es ESP,FWMF,Real Sociedad,es La Liga,20,2000,13,2,284,3.2,2,0,2,0,0,0,0,0.63,0.00,0.63,0.63,0.63,1.5,1.5,0.0,1.5,0.48,0.00,0.49,0.48,0.49,Matches,a952a529
1539,Stanislav Lobotka,sk SVK,MF,Napoli,it Serie A,26,1994,23,19,1686,18.7,1,0,1,0,0,2,0,0.05,0.00,0.05,0.05,0.05,0.1,0.1,0.6,0.7,0.00,0.03,0.04,0.00,0.04,Matches,e1cbb531
1540,Jürgen Locadia,nl NED,FW,Brighton,eng Premier League,27,1993,1,0,23,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.45,0.00,0.45,0.45,0.45,Matches,6cc47ae1
1541,Jürgen Locadia,nl NED,FWMF,Bochum,de Bundesliga,27,1993,11,4,444,4.9,2,1,1,1,1,0,0,0.41,0.20,0.61,0.20,0.41,2.0,1.2,0.6,1.8,0.40,0.11,0.51,0.25,0.36,Matches,6cc47ae1
1542,Manuel Locatelli,it ITA,MF,Juventus,it Serie A,23,1998,31,23,2160,24.0,3,3,3,0,0,6,0,0.12,0.12,0.25,0.12,0.25,2.1,2.1,1.8,3.9,0.09,0.08,0.16,0.09,0.16,Matches,a8a874f1
1543,Banzouzi Locko,fr FRA,DFMF,Reims,fr Ligue 1,19,2002,24,11,1011,11.2,1,1,1,0,0,4,0,0.09,0.09,0.18,0.09,0.18,0.2,0.2,0.4,0.6,0.02,0.03,0.05,0.02,0.05,Matches,40221fa7
1544,Renan Lodi,br BRA,DF,Atlético Madrid,es La Liga,23,1998,29,13,1181,13.1,2,2,2,0,0,4,0,0.15,0.15,0.30,0.15,0.30,0.7,0.7,1.9,2.6,0.05,0.15,0.20,0.05,0.20,Matches,ed9f7cfe
1545,Ruben Loftus-Cheek,eng ENG,MFDF,Chelsea,eng Premier League,25,1996,24,13,1394,15.5,0,2,0,0,0,1,0,0.00,0.13,0.13,0.00,0.13,1.2,1.2,1.9,3.1,0.08,0.12,0.20,0.08,0.20,Matches,e97fd090
1546,Kevin Long,ie IRL,DF,Burnley,eng Premier League,30,1990,6,4,410,4.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.03,0.00,0.03,0.03,0.03,Matches,5a4280b1
1547,Shane Long,ie IRL,FW,Southampton,eng Premier League,34,1987,13,3,308,3.4,1,0,1,0,0,1,0,0.29,0.00,0.29,0.29,0.29,1.0,1.0,0.1,1.1,0.29,0.03,0.32,0.29,0.32,Matches,9f472354
1548,Sean Longstaff,eng ENG,MF,Newcastle Utd,eng Premier League,23,1997,24,15,1464,16.3,1,1,1,0,0,1,0,0.06,0.06,0.12,0.06,0.12,1.2,1.2,0.7,1.9,0.07,0.04,0.12,0.07,0.12,Matches,a2b105e0
1549,Ademola Lookman,ng NGA,FWMF,Leicester City,eng Premier League,23,1997,26,16,1453,16.1,6,0,6,0,0,2,0,0.37,0.00,0.37,0.37,0.37,5.1,5.1,1.9,6.9,0.31,0.12,0.43,0.31,0.43,Matches,7c104bb7
1550,Anthony Lopes,pt POR,GK,Lyon,fr Ligue 1,30,1990,34,34,2982,33.1,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,f00de885
1551,David López,es ESP,MFDF,Espanyol,es La Liga,31,1989,18,8,743,8.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.4,0.9,0.06,0.05,0.11,0.06,0.11,Matches,f03f284b
1552,Diego López,es ESP,GK,Espanyol,es La Liga,39,1981,36,36,3177,35.3,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,73683fa9
1553,Javi López,es ESP,DF,Alavés,es La Liga,19,2002,9,4,462,5.1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.00,0.05,0.05,0.00,0.05,Matches,e9ada8cf
1554,Maxime Lopez,fr FRA,MF,Sassuolo,it Serie A,23,1997,35,33,2938,32.6,2,1,2,0,0,14,0,0.06,0.03,0.09,0.06,0.09,1.3,1.3,2.9,4.2,0.04,0.09,0.13,0.04,0.13,Matches,20094685
1555,Pau López,es ESP,GK,Marseille,fr Ligue 1,26,1994,29,29,2610,29.0,0,1,0,0,0,4,0,0.00,0.03,0.03,0.00,0.03,0.0,0.0,0.8,0.8,0.00,0.03,0.03,0.00,0.03,Matches,20b9f052
1556,Unai López,es ESP,MF,Rayo Vallecano,es La Liga,25,1995,27,13,1160,12.9,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,1.2,1.2,1.7,2.9,0.09,0.13,0.22,0.09,0.22,Matches,88050721
1557,Dion Lopy,sn SEN,MF,Reims,fr Ligue 1,19,2002,26,19,1642,18.2,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,0.2,1.2,0.05,0.01,0.07,0.05,0.07,Matches,64c14d49
1558,Samuel Loric,fr FRA,DF,Lorient,fr Ligue 1,21,2000,3,3,269,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.04,0.00,0.04,0.04,0.04,Matches,9004f318
1559,Anthony Losilla,fr FRA,MF,Bochum,de Bundesliga,35,1986,33,33,2935,32.6,2,0,2,0,0,5,0,0.06,0.00,0.06,0.06,0.06,1.6,1.6,0.7,2.3,0.05,0.02,0.07,0.05,0.07,Matches,07c7eb0c
1560,Jonas Lössl,dk DEN,GK,Brentford,eng Premier League,32,1989,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,939bc634
1561,Marcel Lotka,pl POL,GK,Hertha BSC,de Bundesliga,20,2001,10,9,885,9.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,5584552e
1562,Jordan Lotomba,ch SUI,DF,Nice,fr Ligue 1,22,1998,30,19,1782,19.8,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,1.1,1.8,0.04,0.05,0.09,0.04,0.09,Matches,fc4cf6a7
1563,Johaneko Louisjean,fr FRA,DF,Bordeaux,fr Ligue 1,17,2004,1,0,12,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,9af3613f
1564,Imran Louza,ma MAR,MF,Watford,eng Premier League,22,1999,20,17,1416,15.7,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,1.1,1.1,1.0,2.1,0.07,0.07,0.14,0.07,0.14,Matches,e1df6989
1565,Matteo Lovato,it ITA,DFMF,Atalanta,it Serie A,21,2000,6,3,305,3.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.2,0.01,0.03,0.05,0.01,0.05,Matches,5fa57166
1566,Matteo Lovato,it ITA,DF,Cagliari,it Serie A,21,2000,16,14,1238,13.8,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.5,0.03,0.01,0.04,0.03,0.04,Matches,5fa57166
1567,Eduard Löwen,de GER,MF,Bochum,de Bundesliga,24,1997,26,15,1416,15.7,2,2,1,1,1,0,0,0.13,0.13,0.25,0.06,0.19,2.8,2.1,3.9,5.9,0.18,0.24,0.42,0.13,0.38,Matches,70678132
1568,Matthew Lowton,eng ENG,DF,Burnley,eng Premier League,32,1989,25,20,1772,19.7,1,2,1,0,0,3,1,0.05,0.10,0.15,0.05,0.15,0.6,0.6,1.3,1.9,0.03,0.07,0.10,0.03,0.10,Matches,9a9c05db
1569,Anthony Lozano,hn HON,FWMF,Cádiz,es La Liga,28,1993,31,21,1672,18.6,7,2,7,0,0,8,0,0.38,0.11,0.48,0.38,0.48,5.2,5.2,1.0,6.2,0.28,0.06,0.34,0.28,0.34,Matches,38699c72
1570,Hirving Lozano,mx MEX,FW,Napoli,it Serie A,26,1995,30,20,1613,17.9,5,5,5,0,0,3,0,0.28,0.28,0.56,0.28,0.56,6.1,5.9,2.7,8.6,0.34,0.15,0.49,0.33,0.48,Matches,a69e4806
1571,Jean Lucas,br BRA,MF,Monaco,fr Ligue 1,23,1998,28,18,1445,16.1,1,1,1,0,0,3,1,0.06,0.06,0.12,0.06,0.12,2.4,2.4,1.6,4.0,0.15,0.10,0.25,0.15,0.25,Matches,a99138af
1572,Anderson Lucoqui,ao ANG,DF,Mainz 05,de Bundesliga,24,1997,13,9,743,8.3,1,0,1,0,0,2,0,0.12,0.00,0.12,0.12,0.12,0.7,0.7,0.2,1.0,0.09,0.03,0.12,0.09,0.12,Matches,5569bf9a
1573,Florentino Luís,pt POR,MF,Getafe,es La Liga,21,1999,22,9,992,11.0,0,1,0,0,0,2,0,0.00,0.09,0.09,0.00,0.09,0.1,0.1,0.3,0.3,0.01,0.03,0.03,0.01,0.03,Matches,881cd6be
1574,José Luis Gayà,es ESP,DF,Valencia,es La Liga,26,1995,24,22,1871,20.8,2,4,2,0,0,8,2,0.10,0.19,0.29,0.10,0.29,1.0,1.0,2.2,3.1,0.05,0.10,0.15,0.05,0.15,Matches,b05e2dbd
