,,,,,,,,,,Pass Types,,,,,,,,Corner Kicks,,,Height,,,Body Parts,,,,,Outcomes,,,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out,Int,Blocks,Matches
520,Víctor Chust,es ESP,DF,Real Madrid,es La Liga,20,2000,1.1,70,67,3,2,0,5,1,0,0,0,0,0,58,5,7,13,53,2,1,0,65,0,1,0,0,Matches
521,Sébastien Cibois,fr FRA,GK,Brest,fr Ligue 1,22,1998,3.0,90,60,30,8,0,10,3,0,0,0,0,0,40,5,45,13,61,0,0,13,64,0,9,0,0,Matches
522,Cifu,es ESP,DF,Elche,es La Liga,29,1990,5.0,219,173,46,3,0,38,4,9,0,0,0,0,125,40,54,4,162,7,42,0,162,2,3,3,13,Matches
523,Alberto Cifuentes,es ESP,GK,Cádiz,es La Liga,41,1979,2.0,69,33,36,20,0,8,2,0,0,0,0,0,5,3,61,2,54,1,0,3,31,0,4,0,0,Matches
524,Luca Cigarini,it ITA,MF,Crotone,it Serie A,34,1986,10.3,748,680,68,49,0,110,19,7,17,8,4,0,512,72,164,81,638,16,2,3,625,9,8,13,9,Matches
525,Jasper Cillessen,nl NED,GK,Valencia,es La Liga,31,1989,10.0,317,194,123,28,0,22,14,0,0,0,0,0,112,8,197,16,243,0,0,41,188,3,10,2,0,Matches
526,Antonio Cioffi,it ITA,FW,Napoli,it Serie A,17,2002,0.1,11,11,0,0,0,1,0,0,0,0,0,0,10,0,1,0,11,0,0,0,10,0,0,0,1,Matches
527,Tim Civeja,de GER,MFDF,Augsburg,de Bundesliga,18,2002,0.4,24,24,0,0,0,4,0,0,0,0,0,0,13,3,8,1,18,5,0,0,16,0,1,0,2,Matches
528,Ciaran Clark,ie IRL,DF,Newcastle Utd,eng Premier League,30,1989,21.0,747,724,23,6,2,88,11,0,0,0,0,0,516,66,165,514,126,53,17,1,620,1,3,14,9,Matches
529,Alexis Claude-Maurice,fr FRA,MFFW,Nice,fr Ligue 1,22,1998,21.2,765,706,59,25,0,154,29,26,29,9,20,0,612,68,85,71,668,16,4,2,619,1,18,18,17,Matches
530,Jonathan Clauss,fr FRA,DF,Lens,fr Ligue 1,27,1992,28.0,1403,1057,346,41,1,125,43,135,71,35,20,6,744,312,347,125,995,36,234,2,1015,5,36,28,40,Matches
531,Carlos Clerc,es ESP,DF,Levante,es La Liga,28,1992,30.9,1699,1393,306,36,2,233,42,85,5,2,0,0,954,394,351,1247,84,77,265,4,1304,7,45,34,69,Matches
532,Nathaniel Clyne,eng ENG,DF,Crystal Palace,eng Premier League,29,1991,12.7,569,440,129,4,0,57,5,13,0,0,0,0,320,121,128,22,394,21,125,2,437,2,12,15,21,Matches
533,Conor Coady,eng ENG,DF,Wolves,eng Premier League,27,1993,36.7,1789,1732,57,50,2,135,85,1,0,0,0,0,1220,139,430,49,1644,77,3,4,1576,4,22,19,11,Matches
534,Marcus Coco,fr FRA,MFFW,Nantes,fr Ligue 1,24,1996,16.4,609,584,25,4,1,122,15,24,8,3,3,0,397,100,112,85,448,25,13,6,417,5,12,24,38,Matches
535,Coke,es ESP,DF,Levante,es La Liga,33,1987,9.3,442,382,60,7,0,55,11,9,0,0,0,0,251,98,93,46,316,20,53,2,361,0,11,16,17,Matches
536,Séamus Coleman,ie IRL,DFMF,Everton,eng Premier League,31,1988,17.9,767,672,95,3,1,99,15,32,0,0,0,0,469,147,151,128,522,20,92,0,625,1,11,19,25,Matches
537,Ebrima Colley,gm GAM,FWMF,Hellas Verona,it Serie A,20,2000,8.2,268,264,4,0,1,75,4,10,0,0,0,0,194,45,29,31,213,15,1,5,196,1,6,8,17,Matches
538,Omar Colley,gm GAM,DF,Sampdoria,it Serie A,27,1992,28.8,1325,1281,44,42,0,122,48,5,0,0,0,0,870,139,316,915,288,77,2,5,1087,3,29,23,9,Matches
539,Simone Colombi,it ITA,GK,Parma,it Serie A,29,1991,2.0,50,34,16,5,0,6,0,0,0,0,0,0,17,2,31,1,41,1,0,6,35,0,1,0,0,Matches
540,Lorenzo Colombo,it ITA,FW,Milan,it Serie A,18,2002,1.0,14,14,0,0,0,7,0,1,0,0,0,0,9,1,4,7,4,2,0,0,8,0,1,0,3,Matches
541,Racine Coly,sn SEN,DF,Nice,fr Ligue 1,24,1995,0.2,20,16,4,0,0,0,0,0,0,0,0,0,12,6,2,7,7,1,4,1,18,0,0,0,0,Matches
542,Kingsley Coman,fr FRA,FWMF,Bayern Munich,de Bundesliga,24,1996,19.5,856,845,11,1,6,150,29,77,1,0,0,0,604,125,127,198,604,30,9,3,680,1,17,25,32,Matches
543,Daniel Congré,fr FRA,DF,Montpellier,fr Ligue 1,35,1985,36.6,1482,1425,57,52,1,126,35,3,0,0,0,0,1084,144,254,327,1033,84,5,2,1296,0,27,21,20,Matches
544,Aaron Connolly,ie IRL,FW,Brighton,eng Premier League,20,2000,8.8,101,91,10,0,0,22,1,2,0,0,0,0,64,26,11,11,74,5,0,3,79,0,0,2,4,Matches
545,Andrea Consigli,it ITA,GK,Sassuolo,it Serie A,33,1987,37.0,1358,1023,335,100,1,85,24,0,0,0,0,0,830,63,465,68,1085,1,0,162,1103,4,20,9,3,Matches
546,Andrea Conti,it ITA,DF,Milan,it Serie A,26,1994,0.3,25,22,3,1,1,1,0,1,0,0,0,0,20,2,3,1,21,1,2,0,21,0,0,1,0,Matches
547,Andrea Conti,it ITA,DF,Parma,it Serie A,26,1994,9.0,452,363,89,12,1,20,3,15,1,0,1,0,251,105,96,24,335,13,76,0,377,0,3,8,14,Matches
548,Liam Cooper,sct SCO,DF,Leeds United,eng Premier League,28,1991,24.3,1555,1514,41,38,1,124,53,0,0,0,0,0,1148,149,258,1255,156,84,3,4,1363,6,26,16,9,Matches
549,Francis Coquelin,fr FRA,MF,Villarreal,es La Liga,29,1991,8.2,524,509,15,11,0,87,14,3,0,0,0,0,427,52,45,71,417,22,2,3,461,2,8,10,10,Matches
550,Theo Corbeanu,ca CAN,FW,Wolves,eng Premier League,18,2002,0.1,3,3,0,0,0,1,0,1,0,0,0,0,2,0,1,1,2,0,0,0,3,0,0,0,0,Matches
551,Sébastien Corchia,fr FRA,DF,Nantes,fr Ligue 1,29,1990,23.0,969,655,314,51,0,104,38,58,43,16,25,2,437,187,345,69,635,23,220,3,663,2,13,25,46,Matches
552,Alex Cordaz,it ITA,GK,Crotone,it Serie A,37,1983,36.0,1446,1017,429,119,0,141,22,0,0,0,0,0,731,57,658,141,1083,1,0,161,1042,1,20,9,4,Matches
553,Iñigo Córdoba,es ESP,FWMF,Athletic Club,es La Liga,23,1997,1.1,36,36,0,0,0,6,0,1,0,0,0,0,19,7,10,18,12,3,0,1,17,0,3,2,1,Matches
554,Iñigo Córdoba,es ESP,MF,Alavés,es La Liga,23,1997,2.4,77,72,5,0,0,21,2,6,4,1,0,1,41,12,24,40,25,8,0,0,49,1,2,1,4,Matches
555,Jhon Córdoba,co COL,FW,Hertha BSC,de Bundesliga,27,1993,17.1,320,287,33,1,1,89,7,10,0,0,0,0,189,86,45,36,224,18,1,17,244,1,5,5,19,Matches
556,Sergio Córdova,ve VEN,FWMF,Arminia,de Bundesliga,22,1997,12.1,267,260,7,1,1,79,3,8,0,0,0,0,163,60,44,26,179,26,2,9,180,2,9,10,16,Matches
557,Jack Cork,eng ENG,MF,Burnley,eng Premier League,31,1989,15.0,499,493,6,1,0,107,11,4,0,0,0,0,358,64,77,66,374,25,5,3,413,3,9,8,12,Matches
558,Andreas Cornelius,dk DEN,FW,Parma,it Serie A,27,1993,21.1,585,545,40,0,4,219,12,11,0,0,0,0,282,165,138,294,91,59,2,29,409,4,10,15,22,Matches
559,Maxwel Cornet,ci CIV,DFFW,Lyon,fr Ligue 1,23,1996,27.2,1673,1408,265,22,1,169,28,64,9,1,2,0,1102,286,285,1086,273,52,234,3,1329,1,21,62,52,Matches
560,Ángel Correa,ar ARG,FWMF,Atlético Madrid,es La Liga,25,1995,26.6,910,877,33,5,3,157,14,40,8,1,4,0,672,130,108,186,680,28,0,8,706,9,10,28,31,Matches
561,Joaquín Correa,ar ARG,FW,Lazio,it Serie A,25,1994,21.5,725,681,44,2,0,158,19,9,17,11,2,2,563,102,60,60,630,10,7,13,596,8,4,19,19,Matches
562,Rober Correa,es ESP,DF,Eibar,es La Liga,27,1992,12.6,610,471,139,13,0,99,26,31,0,0,0,0,276,139,195,41,355,57,126,2,427,1,22,11,10,Matches
563,Félix Correia,pt POR,MF,Juventus,it Serie A,19,2001,0.1,8,7,1,0,0,1,0,0,0,0,0,0,7,1,0,0,7,0,1,0,7,0,0,1,0,Matches
564,Thierry Correia,pt POR,DF,Valencia,es La Liga,21,1999,23.7,1211,978,233,20,1,161,28,48,0,0,0,0,663,280,268,70,864,43,213,5,919,5,16,31,49,Matches
565,Angelo da Costa Júnior,br BRA,GK,Bologna,it Serie A,36,1983,6.0,287,226,61,19,0,11,3,0,0,0,0,0,208,7,72,5,253,1,0,23,249,0,2,2,0,Matches
566,Danny da Costa,de GER,DF,Mainz 05,de Bundesliga,27,1993,13.4,512,376,136,6,0,61,11,35,0,0,0,0,200,111,201,58,293,24,130,2,311,0,11,20,28,Matches
567,Danny da Costa,de GER,DF,Eint Frankfurt,de Bundesliga,27,1993,1.2,49,44,5,0,0,6,1,3,0,0,0,0,31,4,14,6,33,5,5,0,34,0,2,2,4,Matches
568,David Pereira da Costa,pt POR,MFFW,Lens,fr Ligue 1,19,2001,1.8,60,58,2,0,0,13,2,0,2,1,1,0,43,7,10,13,45,1,0,0,45,0,3,3,3,Matches
569,Diego Costa,es ESP,FW,Atlético Madrid,es La Liga,31,1988,2.3,73,73,0,0,1,24,2,2,0,0,0,0,42,21,10,5,50,5,0,6,56,0,1,0,5,Matches
570,Douglas Costa,br BRA,MFFW,Juventus,it Serie A,29,1990,0.5,27,23,4,0,0,6,0,1,4,3,0,1,19,2,6,26,1,0,0,0,20,0,1,1,1,Matches
571,Douglas Costa,br BRA,FWMF,Bayern Munich,de Bundesliga,29,1990,3.6,187,165,22,2,1,25,10,12,20,7,5,2,120,24,43,171,14,0,0,1,129,2,4,5,17,Matches
572,Hélder Costa,pt POR,MFFW,Leeds United,eng Premier League,26,1994,12.8,328,323,5,0,0,58,2,16,0,0,0,0,240,54,34,238,72,8,5,2,242,0,6,10,21,Matches
573,Jaume Costa,es ESP,DFMF,Villarreal,es La Liga,32,1988,3.9,237,189,48,3,2,26,3,7,1,0,0,0,148,37,52,120,63,8,44,0,200,0,1,4,3,Matches
574,Charles Costes,fr FRA,MF,Dijon,fr Ligue 1,17,2002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
575,Benoît Costil,fr FRA,GK,Bordeaux,fr Ligue 1,33,1987,38.0,1326,894,432,141,0,60,50,0,0,0,0,0,567,55,704,59,1066,0,0,144,926,1,49,10,2,Matches
576,Vladimír Coufal,cz CZE,DF,West Ham,eng Premier League,27,1992,33.9,1693,1332,361,31,0,186,29,102,2,2,0,0,776,368,549,189,1044,101,328,2,1200,6,28,52,75,Matches
577,Kalifa Coulibaly,ml MLI,FW,Nantes,fr Ligue 1,28,1991,10.9,271,260,11,1,0,91,4,9,0,0,0,0,126,74,71,21,137,38,1,15,169,1,4,8,12,Matches
578,Lassana Coulibaly,ml MLI,MFFW,Angers,fr Ligue 1,24,1996,18.7,681,668,13,10,1,108,18,5,0,0,0,0,527,63,91,30,609,22,3,4,579,0,13,14,24,Matches
579,Mamadou Coulibaly,sn SEN,MF,Udinese,it Serie A,21,1999,2.0,82,82,0,0,1,12,2,1,0,0,0,0,53,13,16,19,55,8,0,0,63,0,2,1,6,Matches
580,Senou Coulibaly,ml MLI,DF,Dijon,fr Ligue 1,25,1994,21.5,980,949,31,29,0,99,26,0,0,0,0,0,739,69,172,94,818,42,2,3,813,3,36,17,14,Matches
581,Tanguy Coulibaly,fr FRA,DFFW,Stuttgart,de Bundesliga,19,2001,16.7,469,430,39,6,0,115,12,29,0,0,0,0,345,73,51,359,56,13,28,5,347,0,8,21,23,Matches
582,Thibaut Courtois,be BEL,GK,Real Madrid,es La Liga,28,1992,38.0,1307,1017,290,55,0,102,33,0,0,0,0,0,901,65,341,690,364,1,2,235,1076,2,31,6,2,Matches
583,Philippe Coutinho,br BRA,MFFW,Barcelona,es La Liga,28,1992,7.3,523,494,29,4,4,58,7,10,17,10,1,0,430,47,46,47,457,9,7,0,454,2,8,8,4,Matches
584,Nicolas Cozza,fr FRA,DF,Montpellier,fr Ligue 1,21,1999,15.2,610,529,81,7,0,59,10,13,0,0,0,0,394,75,141,424,82,22,74,0,486,1,14,15,14,Matches
585,Alessio Cragno,it ITA,GK,Cagliari,it Serie A,26,1994,34.0,962,594,368,88,0,53,16,0,0,0,0,0,413,35,514,92,690,0,0,130,664,2,26,4,3,Matches
586,Gian Crespi,it ITA,GK,Crotone,it Serie A,19,2001,1.0,42,28,14,3,0,10,0,0,0,0,0,0,29,0,13,5,33,0,0,4,36,0,0,0,0,Matches
587,Aaron Cresswell,eng ENG,DF,West Ham,eng Premier League,30,1989,35.2,2061,1617,444,103,2,158,84,91,82,22,51,6,1104,365,592,1607,118,49,259,4,1541,23,35,48,66,Matches
588,Domenico Criscito,it ITA,DF,Genoa,it Serie A,33,1986,19.2,1052,972,80,45,0,85,29,18,2,0,1,1,701,118,233,795,151,56,33,5,857,9,14,20,12,Matches
589,Bryan Cristante,it ITA,DFMF,Roma,it Serie A,25,1995,23.9,1529,1461,68,64,3,189,50,11,1,0,1,0,1107,146,276,141,1329,31,3,4,1276,8,18,41,20,Matches
590,Giovanni Crociata,it ITA,DFMF,Crotone,it Serie A,22,1997,0.3,16,15,1,0,0,0,0,2,0,0,0,0,12,1,3,2,13,0,1,0,11,0,1,1,0,Matches
591,Juan Cruz Armada,es ESP,DF,Osasuna,es La Liga,28,1992,21.8,870,646,224,7,0,105,17,41,0,0,0,0,411,159,300,479,80,73,217,4,606,2,12,18,39,Matches
592,Juan Cuadrado,co COL,DFMF,Juventus,it Serie A,32,1988,24.2,1798,1552,246,51,2,159,84,92,63,18,29,8,1208,292,298,189,1434,30,132,5,1491,8,18,38,29,Matches
593,Adrián Cubas,py PAR,MF,Nîmes,fr Ligue 1,24,1996,24.9,1031,985,46,39,3,142,45,4,5,1,4,0,750,111,170,161,824,39,1,2,853,3,10,33,14,Matches
594,Sergio Cubero Ezcurra,es ESP,MF,Eibar,es La Liga,20,1999,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
595,Cucho,co COL,FWMF,Getafe,es La Liga,21,1999,16.3,515,499,16,1,1,131,18,31,3,0,2,0,293,115,107,70,362,35,7,7,344,2,15,16,26,Matches
596,Marc Cucurella,es ESP,MF,Getafe,es La Liga,22,1998,36.0,1310,1177,133,20,0,267,36,96,11,3,0,0,752,264,294,801,257,79,102,10,927,5,33,21,76,Matches
597,Mickaël Cuisance,fr FRA,MF,Marseille,fr Ligue 1,20,1999,11.4,515,504,11,5,2,92,10,9,2,1,1,0,400,58,57,411,84,10,3,1,442,1,2,6,13,Matches
598,Mickaël Cuisance,fr FRA,FW,Bayern Munich,de Bundesliga,20,1999,0.2,10,10,0,0,0,2,0,0,0,0,0,0,8,2,0,9,1,0,0,0,9,0,0,0,0,Matches
599,Matheus Cunha,br BRA,FWMF,Hertha BSC,de Bundesliga,21,1999,23.9,778,634,144,47,4,142,64,58,69,21,29,7,459,113,206,80,640,24,19,5,513,5,17,34,40,Matches
600,Giuseppe Cuomo,it ITA,DF,Crotone,it Serie A,22,1998,8.9,505,476,29,16,0,61,8,0,0,0,0,0,367,48,90,202,261,15,13,2,416,1,13,12,11,Matches
601,Patrick Cutrone,it ITA,FWMF,Wolves,eng Premier League,22,1998,0.3,5,4,1,0,0,2,0,0,0,0,0,0,4,1,0,0,4,0,0,0,4,0,1,0,0,Matches
602,Patrick Cutrone,it ITA,FWMF,Fiorentina,it Serie A,22,1998,2.2,56,53,3,0,0,13,1,2,0,0,0,0,37,13,6,9,41,1,0,1,44,0,4,0,2,Matches
603,Patrick Cutrone,it ITA,FW,Valencia,es La Liga,22,1998,1.2,20,18,2,0,0,4,2,1,0,0,0,0,12,3,5,0,17,2,1,0,15,0,0,0,0,Matches
604,Wylan Cyprien,fr FRA,MF,Parma,it Serie A,25,1995,4.6,289,265,24,11,0,40,13,3,13,2,9,1,219,30,40,34,247,7,0,0,243,1,3,5,3,Matches
605,Rafael Czichos,de GER,DF,Köln,de Bundesliga,30,1990,25.1,1319,1255,64,45,0,180,36,3,0,0,0,0,932,122,265,1087,120,65,14,1,1122,1,18,30,12,Matches
606,Lennart-Marten Czyborra,de GER,DF,Genoa,it Serie A,21,1999,13.0,576,461,115,7,0,51,3,17,0,0,0,0,317,134,125,355,88,20,108,1,429,2,8,16,18,Matches
607,Danilo D'Ambrosio,it ITA,DF,Inter,it Serie A,31,1988,7.8,486,449,37,19,0,55,8,8,0,0,0,0,381,62,43,105,344,5,18,5,438,2,0,12,8,Matches
608,Damien Da Silva,fr FRA,DF,Rennes,fr Ligue 1,32,1988,29.6,1980,1946,34,33,4,130,60,7,0,0,0,0,1548,124,308,41,1814,83,1,3,1766,1,26,16,14,Matches
609,Bryan Dabo,bf BFA,MF,Benevento,it Serie A,28,1992,12.4,584,566,18,13,0,110,8,14,1,0,1,0,397,84,103,113,392,30,3,2,456,2,14,15,17,Matches
610,Moanes Dabour,il ISR,FW,Hoffenheim,de Bundesliga,28,1992,11.1,345,329,16,3,2,88,1,8,1,1,0,0,223,77,45,23,283,12,5,6,253,0,3,8,17,Matches
611,Colin Dagba,fr FRA,DF,Paris S-G,fr Ligue 1,21,1998,15.1,946,831,115,12,0,65,5,32,0,0,0,0,748,135,63,94,738,9,103,1,841,0,9,17,24,Matches
612,Finn Dahmen,de GER,GK,Mainz 05,de Bundesliga,22,1998,3.0,86,54,32,5,0,5,5,0,0,0,0,0,59,6,21,20,48,0,0,16,67,0,2,0,0,Matches
613,Mahmoud Dahoud,de GER,MF,Dortmund,de Bundesliga,24,1996,14.0,913,902,11,11,3,151,28,7,0,0,0,0,749,72,92,100,779,22,0,3,786,2,16,14,18,Matches
614,Leon Dajaku,de GER,FW,Union Berlin,de Bundesliga,19,2001,0.4,13,13,0,0,0,1,0,0,0,0,0,0,10,3,0,1,11,0,0,0,11,0,0,0,1,Matches
615,Stuart Dallas,nir NIR,DFMF,Leeds United,eng Premier League,29,1991,37.9,2212,1988,224,22,2,300,55,56,17,15,0,0,1492,408,312,391,1532,70,185,6,1813,7,40,51,56,Matches
616,Diogo Dalot,pt POR,DF,Milan,it Serie A,21,1999,12.1,611,502,109,7,1,73,27,34,3,0,1,0,342,97,172,60,412,28,99,0,463,2,13,19,18,Matches
617,Mikkel Damsgaard,dk DEN,MFFW,Sampdoria,it Serie A,20,2000,19.7,746,700,46,6,3,150,23,35,25,15,5,1,505,111,130,92,589,26,11,9,528,2,13,26,32,Matches
618,Flavius Daniliuc,at AUT,DF,Nice,fr Ligue 1,19,2001,16.4,1104,1041,63,20,0,84,28,2,0,0,0,0,884,98,122,99,919,33,43,0,974,0,10,21,11,Matches
619,Danilo,br BRA,DF,Juventus,it Serie A,29,1991,32.4,2484,2286,198,43,3,217,42,28,2,1,0,0,1878,314,292,304,1955,44,152,13,2194,5,31,51,33,Matches
620,Scott Dann,eng ENG,DF,Crystal Palace,eng Premier League,33,1987,15.0,604,574,30,28,1,62,6,0,0,0,0,0,399,63,142,68,459,44,2,4,508,0,13,9,6,Matches
621,Tiago Dantas,pt POR,MF,Bayern Munich,de Bundesliga,19,2000,0.8,35,32,3,0,1,6,1,1,2,2,0,0,27,2,6,5,30,0,0,0,28,0,0,1,1,Matches
622,Dante,br BRA,DF,Nice,fr Ligue 1,36,1983,8.6,695,682,13,12,1,72,22,0,0,0,0,0,566,55,74,551,112,14,1,4,630,1,8,1,3,Matches
623,Andrea Danzi,it ITA,MFDF,Hellas Verona,it Serie A,21,1999,1.2,39,39,0,0,0,6,0,0,0,0,0,0,20,8,11,11,25,1,0,1,25,2,0,0,5,Matches
624,Ebrima Darboe,gm GAM,MF,Roma,it Serie A,19,2001,3.6,259,258,1,1,0,43,4,0,0,0,0,0,236,15,8,21,231,2,0,3,247,0,1,3,2,Matches
625,Márton Dárdai,de GER,DF,Hertha BSC,de Bundesliga,18,2002,9.1,506,468,38,22,2,57,27,8,14,10,3,1,327,37,142,438,48,12,2,0,406,1,8,10,6,Matches
626,Vladimír Darida,cz CZE,MF,Hertha BSC,de Bundesliga,29,1990,21.1,993,905,88,41,4,149,49,45,24,5,10,4,582,159,252,215,696,32,21,10,720,5,20,20,41,Matches
627,Karl Darlow,eng ENG,GK,Newcastle Utd,eng Premier League,29,1990,25.0,726,402,324,104,0,25,14,0,0,0,0,0,175,24,527,32,548,1,0,88,364,8,18,7,4,Matches
628,Matteo Darmian,it ITA,DF,Inter,it Serie A,30,1989,12.9,520,418,102,8,0,74,5,28,0,0,0,0,325,117,78,108,296,9,94,1,421,4,7,12,18,Matches
629,Matteo Darmian,it ITA,DF,Parma,it Serie A,30,1989,2.3,100,80,20,2,0,8,1,0,0,0,0,0,59,20,21,14,65,2,18,0,78,1,2,3,5,Matches
630,Jonathan David,ca CAN,FW,Lille,fr Ligue 1,20,2000,26.2,582,559,23,0,1,132,4,7,1,0,0,0,427,103,52,127,391,31,8,5,453,1,3,23,27,Matches
631,Alphonso Davies,ca CAN,DF,Bayern Munich,de Bundesliga,19,2000,19.6,1504,1301,203,35,0,159,15,28,0,0,0,0,1171,231,102,1055,243,23,168,2,1338,1,15,30,33,Matches
632,Ben Davies,wls WAL,DF,Tottenham,eng Premier League,27,1993,15.0,783,637,146,12,1,57,8,24,1,1,0,0,452,170,161,544,64,27,133,0,610,1,8,14,30,Matches
633,Tom Davies,eng ENG,MF,Everton,eng Premier League,22,1998,15.8,684,672,12,7,2,111,15,5,0,0,0,0,518,72,94,88,540,46,4,2,573,1,11,17,24,Matches
634,Keinan Davis,eng ENG,FWMF,Aston Villa,eng Premier League,22,1998,3.1,79,78,1,0,0,39,1,6,0,0,0,0,55,14,10,56,6,1,0,3,58,0,1,2,5,Matches
635,Leif Davis,eng ENG,DF,Leeds United,eng Premier League,20,2000,0.4,19,19,0,0,0,1,1,0,0,0,0,0,15,3,1,18,0,1,0,0,16,0,0,1,0,Matches
636,Paweł Dawidowicz,pl POL,DF,Hellas Verona,it Serie A,25,1995,20.7,881,834,47,33,0,94,14,5,1,0,0,0,634,94,153,264,505,66,13,2,754,3,15,9,13,Matches
637,Craig Dawson,eng ENG,DF,West Ham,eng Premier League,30,1990,21.4,718,689,29,25,0,76,30,0,0,0,0,0,489,68,161,38,606,44,3,2,592,1,19,11,5,Matches
638,Kevin De Bruyne,be BEL,MF,Manchester City,eng Premier League,29,1991,22.2,1406,1268,138,42,21,160,64,65,87,24,32,9,1031,140,235,157,1202,29,6,4,1068,10,28,48,70,Matches
639,Sebastien De Maio,fr FRA,DF,Udinese,it Serie A,33,1987,9.5,368,351,17,16,0,43,2,1,0,0,0,0,258,41,69,40,277,32,1,1,317,1,8,0,2,Matches
640,Rodrigo De Paul,ar ARG,MF,Udinese,it Serie A,26,1994,35.6,2093,1821,272,150,9,312,130,114,111,31,57,7,1316,269,508,42,2010,18,11,6,1532,15,39,76,70,Matches
641,Mattia De Sciglio,it ITA,DF,Juventus,it Serie A,27,1992,0.3,12,12,0,0,0,3,0,1,0,0,0,0,8,3,1,3,8,1,0,0,9,0,0,0,1,Matches
642,Mattia De Sciglio,it ITA,DF,Lyon,fr Ligue 1,27,1992,16.3,958,836,122,15,1,100,18,24,2,0,1,0,660,149,149,195,599,45,105,1,807,1,16,19,25,Matches
643,Lorenzo De Silvestri,it ITA,DF,Bologna,it Serie A,32,1988,23.8,1256,1041,215,27,0,129,17,35,0,0,0,0,682,223,351,100,862,70,188,2,953,1,25,29,31,Matches
644,Thibault De Smet,be BEL,DF,Reims,fr Ligue 1,22,1998,5.5,355,297,58,0,0,30,4,9,0,0,0,0,224,55,76,235,50,9,58,0,282,2,6,12,11,Matches
645,Lucas Deaux,fr FRA,MFDF,Nîmes,fr Ligue 1,31,1988,19.5,1008,966,42,30,0,124,72,21,1,1,0,0,664,151,193,125,785,53,11,6,802,4,16,22,23,Matches
646,Mathieu Debuchy,fr FRA,DF,Saint-Étienne,fr Ligue 1,35,1985,23.4,1263,938,325,34,0,137,49,61,0,0,0,0,544,329,390,31,808,95,291,5,940,4,27,21,52,Matches
647,Grégoire Defrel,mq MTQ,FWMF,Sassuolo,it Serie A,29,1991,14.9,426,409,17,3,0,99,2,7,0,0,0,0,352,46,28,367,37,11,1,4,373,0,4,6,9,Matches
648,Alessandro Deiola,it ITA,MF,Spezia,it Serie A,24,1995,4.0,165,155,10,4,0,29,15,3,5,0,4,0,108,20,37,15,139,7,1,0,127,0,3,1,6,Matches
649,Alessandro Deiola,it ITA,MF,Cagliari,it Serie A,24,1995,6.8,234,233,1,0,0,56,8,4,0,0,0,0,172,34,28,24,193,13,0,0,197,0,4,6,3,Matches
650,Romain Del Castillo,fr FRA,MFFW,Rennes,fr Ligue 1,24,1996,7.2,371,347,24,7,1,67,15,26,10,4,5,0,247,66,58,273,69,16,7,0,265,0,5,18,20,Matches
651,Lorenzo Del Pinto,it ITA,MF,Benevento,it Serie A,30,1990,0.1,7,6,1,1,0,0,0,0,0,0,0,0,5,2,0,0,6,1,0,0,4,0,0,1,0,Matches
652,Thomas Delaine,fr FRA,DF,Metz,fr Ligue 1,28,1992,19.8,829,685,144,10,0,104,20,69,0,0,0,0,476,174,179,399,268,21,134,1,621,2,15,22,31,Matches
653,Thomas Delaney,dk DEN,MF,Dortmund,de Bundesliga,28,1991,14.3,832,813,19,16,0,108,22,9,0,0,0,0,598,90,144,633,141,32,2,8,697,4,16,17,15,Matches
654,Liam Delap,eng ENG,FW,Manchester City,eng Premier League,17,2003,0.4,7,3,4,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,5,0,0,0,0,Matches
655,Jonathan Delaplace,fr FRA,DF,Lorient,fr Ligue 1,34,1986,10.1,520,391,129,8,0,51,5,27,0,0,0,0,260,132,128,60,321,13,121,1,397,2,7,21,14,Matches
656,Sacha Delaye,fr FRA,MF,Montpellier,fr Ligue 1,18,2002,0.1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,2,0,0,0,0,Matches
657,Cristian Dell'Orco,it ITA,DF,Spezia,it Serie A,26,1994,2.9,143,119,24,8,0,16,6,0,0,0,0,0,83,29,31,92,18,11,16,1,110,0,3,2,4,Matches
658,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,28,1991,27.6,895,821,74,6,4,240,29,92,9,3,3,0,344,245,306,24,599,93,7,72,556,1,20,27,52,Matches
659,Fabian Delph,eng ENG,MFDF,Everton,eng Premier League,30,1989,3.0,234,224,10,2,0,21,3,3,0,0,0,0,185,19,30,144,78,4,8,0,206,0,3,2,4,Matches
660,Moussa Dembélé,fr FRA,FWMF,Atlético Madrid,es La Liga,24,1996,1.1,33,32,1,0,0,6,0,1,0,0,0,0,18,9,6,0,24,4,0,2,20,1,0,3,1,Matches
661,Moussa Dembélé,fr FRA,FW,Lyon,fr Ligue 1,24,1996,7.5,146,137,9,1,2,38,1,2,1,0,0,1,101,28,17,24,100,7,0,7,104,0,1,5,5,Matches
