,,,,,,,,,Standard,,,,,,,,,,,,Expected,,,,,
853,Paolo Faragò,it ITA,DF,Bologna,it Serie A,27,1993,0.3,0,1,0,0.0,3.91,0.00,0.00,,11.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
854,Paolo Faragò,it ITA,DFMF,Cagliari,it Serie A,27,1993,4.1,0,3,0,0.0,0.73,0.00,0.00,,16.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
855,Davide Faraoni,it ITA,DF,Hellas Verona,it Serie A,28,1991,32.1,4,36,9,25.0,1.12,0.28,0.11,0.44,12.8,0,0,0,4.1,4.1,0.11,-0.1,-0.1,Matches
856,Mohamed Fares,dz ALG,DF,Lazio,it Serie A,24,1996,12.7,0,14,4,28.6,1.11,0.32,0.00,0.00,18.7,0,0,0,0.9,0.7,0.05,-0.9,-0.7,Matches
857,Diego Farias,br BRA,FW,Spezia,it Serie A,30,1990,16.8,4,32,10,31.3,1.90,0.59,0.13,0.40,16.1,2,0,0,3.4,3.4,0.11,+0.6,+0.6,Matches
858,Wuilker Faríñez,ve VEN,GK,Lens,fr Ligue 1,22,1998,1.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
859,Noah Fatar,fr FRA,FWMF,Angers,fr Ligue 1,18,2002,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
860,Ansu Fati,es ESP,FW,Barcelona,es La Liga,17,2002,4.8,4,14,7,50.0,2.92,1.46,0.29,0.57,15.6,0,0,0,1.8,1.8,0.13,+2.2,+2.2,Matches
861,Julien Faussurier,fr FRA,DF,Brest,fr Ligue 1,33,1987,10.6,0,7,3,42.9,0.66,0.28,0.00,0.00,14.4,0,0,0,0.5,0.5,0.07,-0.5,-0.5,Matches
862,Andrea Favilli,it ITA,FW,Hellas Verona,it Serie A,23,1997,3.8,2,12,4,33.3,3.19,1.06,0.17,0.50,12.5,0,0,0,1.8,1.8,0.15,+0.2,+0.2,Matches
863,Federico Fazio,ar ARG,DF,Roma,it Serie A,33,1987,4.5,1,3,2,66.7,0.67,0.44,0.33,0.50,10.3,0,0,0,0.2,0.2,0.05,+0.8,+0.8,Matches
864,Nabil Fekir,fr FRA,MFFW,Betis,es La Liga,27,1993,29.1,5,84,23,27.4,2.88,0.79,0.05,0.17,21.2,9,1,3,7.5,5.2,0.06,-2.5,-1.2,Matches
865,Felipe,br BRA,DF,Atlético Madrid,es La Liga,31,1989,22.9,0,11,2,18.2,0.48,0.09,0.00,0.00,9.2,0,0,0,0.9,0.9,0.08,-0.9,-0.9,Matches
866,Luiz Felipe,br BRA,DF,Lazio,it Serie A,23,1997,10.1,0,3,0,0.0,0.30,0.00,0.00,,15.2,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
867,Ohis Felix Uduokhai,de GER,DF,Augsburg,de Bundesliga,22,1997,29.0,1,13,3,23.1,0.45,0.10,0.08,0.33,11.2,0,0,0,1.2,1.2,0.09,-0.2,-0.2,Matches
868,João Félix,pt POR,FWMF,Atlético Madrid,es La Liga,20,1999,17.5,7,36,14,38.9,2.06,0.80,0.17,0.43,18.8,2,1,2,5.1,3.6,0.10,+1.9,+2.4,Matches
869,Zinedine Ferhat,dz ALG,FWMF,Nîmes,fr Ligue 1,27,1993,32.9,6,61,22,36.1,1.86,0.67,0.08,0.23,19.8,5,1,1,5.2,4.4,0.07,+0.8,+0.6,Matches
870,Bruno Fernandes,pt POR,MF,Manchester Utd,eng Premier League,25,1994,34.4,18,110,40,36.4,3.19,1.16,0.08,0.23,22.0,16,9,10,15.4,7.8,0.07,+2.6,+1.2,Matches
871,Edimilson Fernandes,ch SUI,MFDF,Mainz 05,de Bundesliga,24,1996,9.3,0,13,4,30.8,1.39,0.43,0.00,0.00,22.0,0,0,0,0.7,0.7,0.05,-0.7,-0.7,Matches
872,Aitor Fernández,es ESP,GK,Levante,es La Liga,29,1991,29.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
873,Álex Fernández,es ESP,MF,Cádiz,es La Liga,27,1992,21.6,4,8,2,25.0,0.37,0.09,0.25,1.00,18.9,0,2,2,3.2,1.7,0.21,+0.8,+0.3,Matches
874,Álvaro Fernández,es ESP,GK,Huesca,es La Liga,22,1998,22.0,0,1,0,0.0,0.05,0.00,0.00,,17.0,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches
875,Andrés Fernández,es ESP,GK,Huesca,es La Liga,33,1986,16.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
876,Augusto Fernández,ar ARG,MF,Cádiz,es La Liga,34,1986,4.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
877,Carlos Fernández,es ESP,FW,Sevilla,es La Liga,24,1996,1.6,0,2,1,50.0,1.26,0.63,0.00,0.00,8.4,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
878,Carlos Fernández,es ESP,FWMF,Real Sociedad,es La Liga,24,1996,4.3,1,7,4,57.1,1.62,0.92,0.14,0.25,13.6,0,0,0,1.1,1.1,0.16,-0.1,-0.1,Matches
879,Federico Fernández,ar ARG,DF,Newcastle Utd,eng Premier League,31,1989,23.1,0,5,3,60.0,0.22,0.13,0.00,0.00,10.7,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
880,Joaquín Fernández,es ESP,DF,Valladolid,es La Liga,24,1996,23.0,1,10,4,40.0,0.43,0.17,0.10,0.25,7.7,0,0,0,1.3,1.3,0.13,-0.3,-0.3,Matches
881,Fernandinho,br BRA,MF,Manchester City,eng Premier League,35,1985,13.2,0,15,3,20.0,1.14,0.23,0.00,0.00,21.6,0,0,0,0.8,0.8,0.06,-0.8,-0.8,Matches
882,Fernando,br BRA,MF,Sevilla,es La Liga,33,1987,28.3,3,5,4,80.0,0.18,0.14,0.60,0.75,14.9,0,0,0,0.7,0.7,0.13,+2.3,+2.3,Matches
883,Alex Ferrari,it ITA,DF,Sampdoria,it Serie A,26,1994,9.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
884,David Ferreiro,es ESP,MFFW,Huesca,es La Liga,32,1988,28.1,2,28,13,46.4,1.00,0.46,0.07,0.15,19.7,1,0,0,1.9,1.9,0.07,+0.1,+0.1,Matches
885,Salvador Ferrer,es ESP,DF,Spezia,it Serie A,22,1998,13.2,0,3,1,33.3,0.23,0.08,0.00,0.00,,,0,0,,,,,,Matches
886,Facundo Ferreyra,ar ARG,FW,Celta Vigo,es La Liga,29,1991,3.3,1,7,2,28.6,2.10,0.60,0.14,0.50,11.2,0,0,0,1.4,1.4,0.21,-0.4,-0.4,Matches
887,Jordan Ferri,fr FRA,MF,Montpellier,fr Ligue 1,28,1992,28.6,0,4,2,50.0,0.14,0.07,0.00,0.00,22.3,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
888,Marco Festa,it ITA,GK,Crotone,it Serie A,28,1992,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
889,Fidel,es ESP,MFDF,Elche,es La Liga,30,1989,26.6,6,16,7,43.8,0.60,0.26,0.25,0.57,21.0,3,2,3,4.1,1.9,0.12,+1.9,+2.1,Matches
890,Sam Field,eng ENG,MF,West Brom,eng Premier League,22,1998,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
891,Alfreð Finnbogason,is ISL,FW,Augsburg,de Bundesliga,31,1989,6.0,0,11,6,54.5,1.82,0.99,0.00,0.00,15.5,0,0,2,3.1,1.6,0.15,-3.1,-1.6,Matches
892,Roberto Firmino,br BRA,FW,Liverpool,eng Premier League,28,1991,31.5,9,83,32,38.6,2.63,1.01,0.11,0.28,13.8,0,0,0,12.6,12.6,0.16,-3.6,-3.6,Matches
893,Junior Firpo,es ESP,DF,Barcelona,es La Liga,23,1996,3.2,1,1,1,100.0,0.31,0.31,1.00,1.00,3.0,0,0,0,0.8,0.8,0.83,+0.2,+0.2,Matches
894,John Fleck,sct SCO,MF,Sheffield Utd,eng Premier League,28,1991,28.6,0,17,5,29.4,0.59,0.17,0.00,0.00,23.0,0,0,0,0.9,0.9,0.05,-0.9,-0.9,Matches
895,Mark Flekken,nl NED,GK,Freiburg,de Bundesliga,27,1993,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
896,Florian Flick,de GER,MF,Schalke 04,de Bundesliga,20,2000,4.0,1,1,1,100.0,0.25,0.25,1.00,1.00,11.2,0,0,0,0.5,0.5,0.48,+0.5,+0.5,Matches
897,Alexis Flips,fr FRA,MF,Reims,fr Ligue 1,20,2000,0.5,1,2,1,50.0,4.19,2.09,0.50,1.00,37.1,0,0,0,0.1,0.1,0.03,+0.9,+0.9,Matches
898,Alessandro Florenzi,it ITA,DF,Paris S-G,fr Ligue 1,29,1991,17.1,2,21,8,38.1,1.23,0.47,0.10,0.25,18.6,0,0,0,2.2,2.2,0.10,-0.2,-0.2,Matches
899,Kingsley Fobi,gh GHA,DF,Granada,es La Liga,21,1998,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
900,Phil Foden,eng ENG,FWMF,Manchester City,eng Premier League,20,2000,18.0,9,45,20,44.4,2.51,1.11,0.20,0.45,14.7,0,0,0,5.5,5.5,0.12,+3.5,+3.5,Matches
901,Mamadou Fofana,ml MLI,MFDF,Metz,fr Ligue 1,22,1998,11.9,0,3,0,0.0,0.25,0.00,0.00,,12.5,0,0,0,0.3,0.3,0.11,-0.3,-0.3,Matches
902,Seko Fofana,ci CIV,MF,Lens,fr Ligue 1,25,1995,25.7,2,40,12,30.0,1.56,0.47,0.05,0.17,19.8,0,0,0,3.2,3.2,0.08,-1.2,-1.2,Matches
903,Wesley Fofana,fr FRA,DF,Leicester City,eng Premier League,19,2000,25.1,0,11,2,18.2,0.44,0.08,0.00,0.00,8.8,0,0,0,1.0,1.0,0.09,-1.0,-1.0,Matches
904,Wesley Fofana,fr FRA,DF,Saint-Étienne,fr Ligue 1,19,2000,3.5,0,2,0,0.0,0.57,0.00,0.00,,8.3,0,0,0,0.2,0.2,0.10,-0.2,-0.2,Matches
905,Youssouf Fofana,fr FRA,MF,Monaco,fr Ligue 1,21,1999,31.9,0,38,5,13.2,1.19,0.16,0.00,0.00,24.2,1,0,0,2.1,2.1,0.05,-2.1,-2.1,Matches
906,Thomas Foket,be BEL,DF,Reims,fr Ligue 1,25,1994,36.9,0,7,3,42.9,0.19,0.08,0.00,0.00,24.1,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
907,Ramón Folch,es ESP,MF,Elche,es La Liga,30,1989,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
908,Lamine Fomba,fr FRA,MF,Nîmes,fr Ligue 1,22,1998,24.2,1,24,7,29.2,0.99,0.29,0.04,0.14,16.1,0,0,0,2.3,2.3,0.09,-1.3,-1.3,Matches
909,Thomas Fontaine,mg MAD,DF,Lorient,fr Ligue 1,29,1991,3.6,0,2,1,50.0,0.56,0.28,0.00,0.00,18.0,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
910,José Fontán,es ESP,DF,Celta Vigo,es La Liga,20,2000,7.2,0,5,3,60.0,0.69,0.41,0.00,0.00,11.8,0,0,0,0.6,0.6,0.11,-0.6,-0.6,Matches
911,José Fonte,pt POR,DF,Lille,fr Ligue 1,36,1983,35.4,3,26,9,34.6,0.73,0.25,0.12,0.33,11.1,0,0,0,1.2,1.2,0.05,+1.8,+1.8,Matches
912,Fernando Forestieri,it ITA,FWMF,Udinese,it Serie A,30,1990,6.1,1,11,3,27.3,1.79,0.49,0.09,0.33,17.1,0,0,0,1.2,1.2,0.11,-0.2,-0.2,Matches
913,Pablo Fornals,es ESP,FWMF,West Ham,eng Premier League,24,1996,28.6,5,50,15,30.0,1.75,0.52,0.10,0.33,15.6,0,0,0,6.5,6.5,0.13,-1.5,-1.5,Matches
914,Emil Forsberg,se SWE,FWMF,RB Leipzig,de Bundesliga,28,1991,17.1,7,32,14,43.8,1.87,0.82,0.16,0.36,17.4,2,2,3,5.8,3.6,0.11,+1.2,+1.4,Matches
915,Fraser Forster,eng ENG,GK,Southampton,eng Premier League,32,1988,8.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
916,Philipp Förster,de GER,FWMF,Stuttgart,de Bundesliga,25,1995,16.8,3,20,11,55.0,1.19,0.66,0.15,0.27,15.5,0,0,1,4.2,3.3,0.16,-1.2,-0.3,Matches
917,Steven Fortes,cv CPV,DF,Lens,fr Ligue 1,28,1992,15.9,0,5,1,20.0,0.31,0.06,0.00,0.00,15.5,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
918,Yassin Fortune,fr FRA,FW,Angers,fr Ligue 1,21,1999,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
919,Timothy Fosu-Mensah,nl NED,DF,Manchester Utd,eng Premier League,22,1998,0.9,0,1,0,0.0,1.13,0.00,0.00,,28.4,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
920,Timothy Fosu-Mensah,nl NED,DF,Leverkusen,de Bundesliga,22,1998,4.5,0,3,1,33.3,0.66,0.22,0.00,0.00,18.7,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches
921,Daam Foulon,be BEL,DF,Benevento,it Serie A,21,1999,11.3,0,1,0,0.0,0.09,0.00,0.00,,26.5,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
922,Dimitri Foulquier,fr FRA,DF,Granada,es La Liga,27,1993,29.6,0,7,4,57.1,0.24,0.14,0.00,0.00,15.7,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
923,Juan Foyth,ar ARG,DFMF,Villarreal,es La Liga,22,1998,13.0,0,1,0,0.0,0.08,0.00,0.00,,6.0,0,0,0,0.1,0.1,0.10,-0.1,-0.1,Matches
924,Gianluca Frabotta,it ITA,DF,Juventus,it Serie A,21,1999,7.7,0,4,2,50.0,0.52,0.26,0.00,0.00,17.1,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
925,Raphael Framberger,de GER,DF,Augsburg,de Bundesliga,24,1995,17.1,0,1,1,100.0,0.06,0.06,0.00,0.00,24.2,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
926,Tyrese Francois,au AUS,DF,Fulham,eng Premier League,20,2000,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
927,Ryan Fraser,sct SCO,FWMF,Newcastle Utd,eng Premier League,26,1994,10.3,0,13,6,46.2,1.26,0.58,0.00,0.00,21.2,0,0,0,0.9,0.9,0.07,-0.9,-0.9,Matches
928,Fred,br BRA,MF,Manchester Utd,eng Premier League,27,1993,26.6,1,25,7,28.0,0.94,0.26,0.04,0.14,22.1,0,0,0,1.9,1.9,0.08,-0.9,-0.9,Matches
929,Ryan Fredericks,eng ENG,DFFW,West Ham,eng Premier League,27,1992,6.3,1,3,2,66.7,0.47,0.32,0.33,0.50,14.1,0,0,0,0.3,0.3,0.10,+0.7,+0.7,Matches
930,Remo Freuler,ch SUI,MF,Atalanta,it Serie A,28,1992,30.1,2,21,6,28.6,0.70,0.20,0.10,0.33,16.1,0,0,0,2.2,2.2,0.10,-0.2,-0.2,Matches
931,Marco Friedl,at AUT,DF,Werder Bremen,de Bundesliga,22,1998,30.9,0,8,1,12.5,0.26,0.03,0.00,0.00,26.0,0,0,0,0.7,0.7,0.08,-0.7,-0.7,Matches
932,Marvin Friedrich,de GER,DF,Union Berlin,de Bundesliga,24,1995,34.0,5,24,6,25.0,0.71,0.18,0.21,0.83,11.7,0,0,0,1.3,1.3,0.06,+3.7,+3.7,Matches
933,Jeremie Frimpong,nl NED,DFFW,Leverkusen,de Bundesliga,19,2000,4.8,0,3,0,0.0,0.62,0.00,0.00,,14.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
934,Jorge de Frutos,es ESP,MFFW,Levante,es La Liga,23,1997,24.3,4,27,10,37.0,1.11,0.41,0.15,0.40,17.5,0,0,0,3.3,3.3,0.12,+0.7,+0.7,Matches
935,Christian Fuchs,at AUT,DF,Leicester City,eng Premier League,34,1986,7.8,0,4,0,0.0,0.51,0.00,0.00,,26.4,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
936,Angelo Fulgini,fr FRA,MF,Angers,fr Ligue 1,23,1996,30.3,7,61,26,42.6,2.01,0.86,0.10,0.23,20.0,6,1,1,5.4,4.7,0.08,+1.6,+1.3,Matches
937,Niclas Füllkrug,de GER,FWMF,Werder Bremen,de Bundesliga,27,1993,9.7,6,33,15,45.5,3.39,1.54,0.12,0.27,13.5,0,2,2,6.0,4.5,0.14,0.0,-0.5,Matches
938,Ramiro Funes Mori,ar ARG,DF,Villarreal,es La Liga,29,1991,8.1,0,4,1,25.0,0.50,0.12,0.00,0.00,11.2,0,0,0,1.2,1.2,0.31,-1.2,-1.2,Matches
939,Darnell Furlong,eng ENG,DF,West Brom,eng Premier League,24,1995,32.6,1,26,5,19.2,0.80,0.15,0.04,0.20,13.0,0,0,0,2.0,2.0,0.08,-1.0,-1.0,Matches
940,Daniel Fuzato,br BRA,GK,Roma,it Serie A,23,1997,5.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
941,Baptiste Gabard,fr FRA,MF,Saint-Étienne,fr Ligue 1,20,2000,1.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
942,Matteo Gabbia,it ITA,DF,Milan,it Serie A,20,1999,6.2,0,5,0,0.0,0.81,0.00,0.00,,13.2,0,0,0,0.6,0.6,0.12,-0.6,-0.6,Matches
943,Manolo Gabbiadini,it ITA,FW,Sampdoria,it Serie A,28,1991,9.7,3,28,13,46.4,2.90,1.34,0.07,0.15,18.6,2,1,1,3.6,2.9,0.10,-0.6,-0.9,Matches
944,Mijat Gaćinović,rs SRB,DFMF,Hoffenheim,de Bundesliga,25,1995,9.1,0,13,2,15.4,1.42,0.22,0.00,0.00,16.3,0,0,0,1.8,1.8,0.14,-1.8,-1.8,Matches
945,Roberto Gagliardini,it ITA,MF,Inter,it Serie A,26,1994,13.7,3,17,5,29.4,1.24,0.37,0.18,0.60,16.2,0,0,0,1.2,1.2,0.07,+1.8,+1.8,Matches
946,Riccardo Gagliolo,se SWE,DF,Parma,it Serie A,30,1990,21.7,2,20,3,15.0,0.92,0.14,0.10,0.67,12.4,0,0,0,2.4,2.4,0.12,-0.4,-0.4,Matches
947,Adolfo Gaich,ar ARG,FW,Benevento,it Serie A,21,1999,8.5,2,23,7,30.4,2.70,0.82,0.09,0.29,13.7,0,0,0,2.5,2.5,0.11,-0.5,-0.5,Matches
948,Andrey Galabinov,bg BUL,FW,Spezia,it Serie A,31,1988,4.8,3,7,3,42.9,1.47,0.63,0.43,1.00,12.0,0,0,1,2.1,1.4,0.20,+0.9,+1.6,Matches
949,Javi Galán,es ESP,DF,Huesca,es La Liga,25,1994,34.1,1,7,1,14.3,0.21,0.03,0.14,1.00,24.0,0,0,0,0.2,0.2,0.03,+0.8,+0.8,Matches
950,Conor Gallagher,eng ENG,MF,West Brom,eng Premier League,20,2000,28.1,2,29,7,24.1,1.03,0.25,0.07,0.29,20.7,0,0,0,1.8,1.8,0.06,+0.2,+0.2,Matches
951,Enric Gallego,es ESP,FW,Osasuna,es La Liga,33,1986,9.0,0,14,4,28.6,1.56,0.45,0.00,0.00,12.0,0,0,0,1.5,1.5,0.10,-1.5,-1.5,Matches
952,Kévin Gameiro,fr FRA,FW,Valencia,es La Liga,33,1987,12.0,4,15,7,46.7,1.25,0.58,0.27,0.57,14.0,0,0,0,3.4,3.4,0.23,+0.6,+0.6,Matches
953,Idrissa Gana Gueye,sn SEN,MF,Paris S-G,fr Ligue 1,30,1989,17.6,2,19,7,36.8,1.08,0.40,0.11,0.29,22.0,0,0,0,0.7,0.7,0.04,+1.3,+1.3,Matches
954,Ignatius Ganago,cm CMR,FW,Lens,fr Ligue 1,21,1999,14.5,7,40,18,45.0,2.76,1.24,0.18,0.39,12.8,0,0,0,7.0,7.0,0.18,0.0,0.0,Matches
955,Aleix García,es ESP,MF,Eibar,es La Liga,23,1997,4.9,0,5,2,40.0,1.03,0.41,0.00,0.00,19.7,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
956,Borja García,es ESP,MFFW,Huesca,es La Liga,29,1990,12.4,1,14,2,14.3,1.13,0.16,0.07,0.50,18.6,0,0,0,1.3,1.3,0.09,-0.3,-0.3,Matches
957,Dani García,es ESP,MF,Athletic Club,es La Liga,30,1990,21.3,0,7,1,14.3,0.33,0.05,0.00,0.00,19.1,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches
958,David García,es ESP,DF,Osasuna,es La Liga,26,1994,35.0,1,14,1,7.1,0.40,0.03,0.07,1.00,11.1,0,0,0,1.5,1.5,0.11,-0.5,-0.5,Matches
959,Eric García,es ESP,DF,Manchester City,eng Premier League,19,2001,4.3,0,2,0,0.0,0.47,0.00,0.00,,22.6,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
960,Manu García,es ESP,MF,Alavés,es La Liga,34,1986,12.5,0,11,2,18.2,0.88,0.16,0.00,0.00,17.2,0,0,0,0.7,0.7,0.07,-0.7,-0.7,Matches
961,Raúl García,es ESP,DFMF,Valladolid,es La Liga,31,1989,5.6,1,3,3,100.0,0.54,0.54,0.33,0.33,18.8,1,0,0,0.1,0.1,0.04,+0.9,+0.9,Matches
962,Raúl García,es ESP,FWMF,Athletic Club,es La Liga,34,1986,19.4,5,44,12,27.3,2.27,0.62,0.07,0.25,17.3,0,2,3,6.4,4.1,0.09,-1.4,-1.1,Matches
963,Rubén García,es ESP,MFFW,Osasuna,es La Liga,27,1993,30.2,3,30,7,23.3,0.99,0.23,0.07,0.29,22.9,2,1,1,3.4,2.7,0.09,-0.4,-0.7,Matches
964,Sergi García,es ESP,MF,Alavés,es La Liga,21,1999,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
965,Unai García,es ESP,DF,Osasuna,es La Liga,28,1992,13.8,0,4,0,0.0,0.29,0.00,0.00,,15.0,0,0,0,0.5,0.5,0.12,-0.5,-0.5,Matches
966,Mario Gaspar,es ESP,DF,Villarreal,es La Liga,29,1990,20.6,0,15,4,26.7,0.73,0.19,0.00,0.00,18.9,0,0,0,0.8,0.8,0.05,-0.8,-0.8,Matches
967,Manuel Gasparini,it ITA,GK,Udinese,it Serie A,18,2002,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
968,Dwight Gayle,eng ENG,FWMF,Newcastle Utd,eng Premier League,29,1990,5.7,1,16,6,37.5,2.80,1.05,0.06,0.17,10.2,1,0,0,2.0,2.0,0.13,-1.0,-1.0,Matches
969,Paulo Gazzaniga,ar ARG,GK,Elche,es La Liga,28,1992,8.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
970,Jean-Philippe Gbamin,ci CIV,MF,Everton,eng Premier League,24,1995,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
971,Yann Gboho,fr FRA,MFFW,Rennes,fr Ligue 1,19,2001,3.4,0,9,3,33.3,2.67,0.89,0.00,0.00,13.1,0,0,0,0.9,0.9,0.10,-0.9,-0.9,Matches
972,David de Gea,es ESP,GK,Manchester Utd,eng Premier League,29,1990,25.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
973,Christian Gebauer,at AUT,MFFW,Arminia,de Bundesliga,26,1993,7.6,1,10,4,40.0,1.31,0.52,0.10,0.25,15.0,0,0,0,2.0,2.0,0.20,-1.0,-1.0,Matches
974,Theodor Gebre Selassie,cz CZE,DF,Werder Bremen,de Bundesliga,33,1986,33.7,3,20,8,40.0,0.59,0.24,0.15,0.38,16.0,0,0,0,1.4,1.4,0.07,+1.6,+1.6,Matches
975,Emrehan Gedikli,de GER,FW,Leverkusen,de Bundesliga,17,2003,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
976,Dennis Geiger,de GER,MF,Hoffenheim,de Bundesliga,22,1998,7.3,1,7,3,42.9,0.96,0.41,0.14,0.33,20.9,0,0,0,0.3,0.3,0.04,+0.7,+0.7,Matches
977,Christian Gentner,de GER,MF,Union Berlin,de Bundesliga,34,1985,11.5,0,7,0,0.0,0.61,0.00,0.00,,18.9,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
978,Yannick Gerhardt,de GER,MFFW,Wolfsburg,de Bundesliga,26,1994,21.5,2,31,11,35.5,1.44,0.51,0.06,0.18,14.7,0,0,0,3.9,3.9,0.13,-1.9,-1.9,Matches
979,Valère Germain,fr FRA,FW,Marseille,fr Ligue 1,30,1990,9.5,3,8,4,50.0,0.84,0.42,0.38,0.75,8.8,0,0,0,1.8,1.8,0.22,+1.2,+1.2,Matches
980,Gervinho,ci CIV,FW,Parma,it Serie A,33,1987,22.5,5,32,12,37.5,1.43,0.53,0.16,0.42,14.7,0,0,0,4.2,4.2,0.13,+0.8,+0.8,Matches
981,Willem Geubbels,fr FRA,FWMF,Monaco,fr Ligue 1,18,2001,3.3,1,6,2,33.3,1.84,0.61,0.17,0.50,10.8,0,0,0,1.0,1.0,0.17,0.0,0.0,Matches
982,Hamadi Al Ghaddioui,ma MAR,FWMF,Stuttgart,de Bundesliga,29,1990,0.5,0,1,0,0.0,1.96,0.00,0.00,,8.0,0,0,0,0.2,0.2,0.17,-0.2,-0.2,Matches
983,Anwar El Ghazi,nl NED,FW,Aston Villa,eng Premier League,25,1995,17.9,10,60,26,43.3,3.35,1.45,0.10,0.23,20.5,6,4,4,8.1,5.1,0.08,+1.9,+0.9,Matches
984,Paolo Ghiglione,it ITA,DFMF,Genoa,it Serie A,23,1997,15.1,0,10,2,20.0,0.66,0.13,0.00,0.00,22.1,0,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches
985,Faouzi Ghoulam,dz ALG,DFFW,Napoli,it Serie A,29,1991,3.2,0,3,0,0.0,0.93,0.00,0.00,,26.2,2,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
986,Kieran Gibbs,eng ENG,DF,West Brom,eng Premier League,30,1989,9.0,0,1,0,0.0,0.11,0.00,0.00,,12.1,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches
987,Morgan Gibbs-White,eng ENG,FWMF,Wolves,eng Premier League,20,2000,4.6,1,9,3,33.3,1.96,0.65,0.11,0.33,20.1,0,0,0,1.0,1.0,0.11,0.0,0.0,Matches
988,Niko Gießelmann,de GER,DF,Union Berlin,de Bundesliga,28,1991,4.8,0,4,0,0.0,0.84,0.00,0.00,,27.7,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
989,Rafał Gikiewicz,pl POL,GK,Augsburg,de Bundesliga,32,1987,34.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
990,David Gil,es ESP,GK,Cádiz,es La Liga,26,1994,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
991,Billy Gilmour,sct SCO,MF,Chelsea,eng Premier League,19,2001,2.9,0,1,0,0.0,0.34,0.00,0.00,,20.0,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
